query,label
"SELECT category, YEAR(sale_date) AS sales_year, SUM(revenue) AS total_revenue FROM sales GROUP BY category, YEAR(sale_date);",aggregation
SELECT * FROM event WHERE event_type_id = 'Near Miss' AND facility_id = 'VV',anti_pattern_select_star
SELECT StuID FROM Student EXCEPT SELECT StuID FROM Has_allergy,simple_select
"SELECT DISTINCT T2.problem_id ,  T2.problem_log_id FROM staff AS T1 JOIN problem_log AS T2 ON T1.staff_id = T2.assigned_to_staff_id WHERE T1.staff_first_name = ""Rylan"" AND T1.staff_last_name = ""Homenick""",simple_join
"SELECT full_name, created_at FROM staff_directory ORDER BY updated_at DESC LIMIT 5;",simple_select
SELECT CName FROM COURSE ORDER BY Credits,simple_select
"UPDATE event SET harm_level_id = 7 WHERE id = 123;""",conditional_select
"SELECT city ,  state FROM bank WHERE bname  =  'morningside'",conditional_select
"SELECT * FROM customers WHERE account_creation_date BETWEEN '2023-07-01' AND '2023-09-30' AND account_creation_date >= DATE_SUB(CURDATE(), INTERVAL 150 DAY) AND account_balance > 0 AND preferred_payment_method = 'PayPal';",anti_pattern_select_star
SELECT cust_name FROM customer EXCEPT SELECT T1.cust_name FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id WHERE T2.loan_type  =  'Mortgages',simple_join
"SELECT * FROM orders WHERE order_date BETWEEN '2023-10-01' AND '2023-12-31' AND MONTH(order_date) = MONTH(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND payment_method = '<payment_method>';",anti_pattern_select_star
SELECT * FROM organizations WHERE trial_ends_at > CURDATE() AND city LIKE 'B%';,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT185';,anti_pattern_select_star
"SELECT hazard_id, name FROM hazards WHERE name LIKE 'Safety%' AND description NOT ILIKE '%chemical%' ORDER BY name DESC LIMIT 30 OFFSET 10;",conditional_select
"ordered by their names in descending order, and limited to 10 rows.,SELECT * FROM event_staff_roles WHERE `order` = 1 AND forms_id = 123 ORDER BY name DESC LIMIT 10;",anti_pattern_select_star
SELECT name FROM track EXCEPT SELECT T2.name FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id WHERE T1.class  =  'GT',simple_join
SELECT * FROM events WHERE events_type_id = 'your_event_type_id' AND is_open = 1 AND date_created > 'your_date';,anti_pattern_select_star
"SELECT * FROM facility WHERE address1 LIKE '%<state>%' AND address2 IS NOT NULL AND address2 != '';""",anti_pattern_select_star
"SELECT * FROM events WHERE users_id = 123 AND harmt IN (""high"", ""medium"");",anti_pattern_select_star
SELECT * FROM hazards WHERE pharmacies_id IS NULL;,anti_pattern_select_star
SELECT * FROM event_actions WHERE events_id IN (SELECT id FROM events WHERE user_id = '789') AND action_date > '2023-03-31';,anti_pattern_select_star
"SELECT * FROM sensor_readings_table WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 2 DAY);",anti_pattern_select_star
SELECT Name FROM wrestler ORDER BY Days_held ASC LIMIT 1,simple_select
SELECT * FROM event WHERE harm_level_id = 'Death',anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT091' OR asset_type_id = 'AT092';,anti_pattern_select_star
SELECT * FROM event_actions WHERE user_id != user_pharmacy_id AND action_date IN (SELECT date FROM weekdays) AND action_time BETWEEN '09:00:00' AND '17:00:00' AND attended_training_session = true AND positive_customer_feedback = true AND contributed_to_previous_events = true;,anti_pattern_select_star
SELECT * FROM users WHERE organization_id = 'Org789' AND type = 'Employee';,anti_pattern_select_star
SELECT * FROM users WHERE profiles_id = 'P029' OR type = 'Manager';,anti_pattern_select_star
"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1",simple_join
SELECT * FROM organizations WHERE trial_ends_at > CURDATE() AND city = 'San Francisco';,anti_pattern_select_star
SELECT * FROM organizations WHERE created_at < '2023-01-01' AND trial_ends_at IS NULL;,anti_pattern_select_star
"SELECT * FROM event WHERE description LIKE '%<description>%';""",anti_pattern_select_star
SELECT full_name FROM staff_directory WHERE fixed <> TRUE;,conditional_select
SELECT * FROM event WHERE harm_level_id = 'No Harm',anti_pattern_select_star
"SELECT * FROM event WHERE event_type_id = <event_type_id>;""",anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT207' OR asset_type_id = 'AT208';,anti_pattern_select_star
"SELECT sum(number_deaths) ,  sum(damage_millions_USD) FROM storm WHERE max_speed  >  (SELECT avg(max_speed) FROM storm)",aggregation
SELECT * FROM events WHERE event_type_id = 'your_event_type_id' AND prescriber_id IS NOT NULL ORDER BY event_id ASC;,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT164';,anti_pattern_select_star
"SELECT organizations.id, hazards.name FROM organizations JOIN hazards ON organizations.name LIKE '%Pharmacy%' AND organizations.id > 450;",simple_join
"SELECT facility_id, COUNT(*) AS count FROM formsettings_summarytools GROUP BY facility_id ORDER BY count ASC;",aggregation
SELECT * FROM organizations WHERE city = 'New York';,anti_pattern_select_star
SELECT * FROM assets WHERE pharmacies_id = 'Pharma60' OR pharmacies_id = 'Pharma61';,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE pharmacies_id = 12345 AND active = 1;,anti_pattern_select_star
"SELECT Date ,  LOCATION FROM performance",simple_select
SELECT * FROM events WHERE harmt = 0 AND misuses_id IS NOT NULL;,anti_pattern_select_star
SELECT * FROM organizations;,anti_pattern_select_star
"SELECT DISTINCT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = ""Spain"" AND T1.year > 2000",simple_join
SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',join_heavy
SELECT * FROM assets WHERE asset_type_id = 'AT005' AND pharmacies_id <> 'Pharma1';,anti_pattern_select_star
SELECT * FROM events WHERE date_created >= CURDATE() - INTERVAL 115 DAY,anti_pattern_select_star
SELECT * FROM assets LIMIT 105,anti_pattern_select_star
SELECT * FROM hazards WHERE name LIKE 'Fire%';,anti_pattern_select_star
"UPDATE event SET harm_level_id = 7 WHERE id = 123;""",conditional_select
SELECT * FROM pharmacies WHERE enabled_pharmacies = (SELECT number FROM perfect_squares) AND pharmacy_city = REVERSE(pharmacy_name) AND pharmacy_award = 'Pharmacy of the Year' AND drive_through_service = true;,anti_pattern_select_star
SELECT * FROM organizations WHERE city = 'Seattle' AND trial_ends_at IS NOT NULL;,anti_pattern_select_star
"SELECT full_name, official_user_id FROM staff_directory WHERE is_active = true;",conditional_select
SELECT T1.cust_name FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name ORDER BY sum(T2.amount) DESC LIMIT 1,aggregation
SELECT * FROM users WHERE profiles_id = 'P072' OR type = 'Manager';,anti_pattern_select_star
"SELECT name, address FROM facilities WHERE city = 'your_city_name' AND country = 'your_country_name' ORDER BY name LIMIT 10;",conditional_select
SELECT Name FROM Projects WHERE Code NOT IN (SELECT Project FROM AssignedTo),nested_query
"SELECT T1.fname ,  T1.lname FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid WHERE T2.dormid IN (SELECT T3.dormid FROM has_amenity AS T3 JOIN dorm_amenity AS T4 ON T3.amenid  =  T4.amenid WHERE T4.amenity_name  =  'TV Lounge')",join_heavy
SELECT product_name FROM Products EXCEPT SELECT T1.product_name FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id,simple_join
SELECT SUM(cost) AS total_cost FROM expenses;,aggregation
SELECT * FROM event_actions WHERE events_id = '987' AND updated_by = 'John Smith';,anti_pattern_select_star
SELECT * FROM users WHERE full_name LIKE '%John%';,anti_pattern_select_star
"SELECT DISTINCT T2.Position FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Capital  =  ""Dublin""",simple_join
SELECT advisor FROM Student GROUP BY advisor HAVING count(*)  >=  2,aggregation
SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid',conditional_select
SELECT Name FROM manager ORDER BY Age DESC LIMIT 1,simple_select
"SELECT organized_by ,  name FROM church WHERE open_date BETWEEN 1830 AND 1840",conditional_select
SELECT id FROM trip WHERE duration  >=  (SELECT avg(duration) FROM trip WHERE zip_code  =  94103),aggregation
"SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC",join_heavy
SELECT MAX(order) FROM event_staff_roles;,aggregation
SELECT count(DISTINCT city) FROM bank,aggregation
SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,conditional_select
SELECT * FROM users WHERE DATE(date_created) = DATE(updated_at) AND sf_id = updated_at;,anti_pattern_select_star
SELECT member_name FROM member EXCEPT SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id,simple_join
SELECT * FROM events WHERE event_type_id = 'your_event_type_id' AND is_open = 1 AND created_by = 'your_user_id';,anti_pattern_select_star
SELECT prescribers_id FROM events;,simple_select
"SELECT country_id ,  COUNT(*) FROM locations GROUP BY country_id",aggregation
SELECT * FROM users WHERE profiles_id = 'P013' OR type = 'Manager';,anti_pattern_select_star
SELECT count(DISTINCT allergytype) FROM Allergy_type,aggregation
"SELECT * FROM organizations WHERE trial_ends_at = CONCAT(creation_date, updated_at) AND mission_statement LIKE '%innovation%' AND company_website IS NOT NULL;",anti_pattern_select_star
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-15';,anti_pattern_select_star
"belong to a specific organization, and have been updated within the last month.,SELECT * FROM assets WHERE active = 1 AND organizations_id = 456 AND updated_at >= NOW() - INTERVAL '1 month';",anti_pattern_select_star
SELECT Product_Name FROM PRODUCTS ORDER BY Product_Price DESC LIMIT 1,simple_select
SELECT * FROM users WHERE roles_id = 'Role345' AND official_user_id = 'OU004';,anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT005' AND pharmacies_id <> 'Pharma1';,anti_pattern_select_star
SELECT DISTINCT facility_id FROM event_staff_roles;,simple_select
"SELECT full_name, employee_id FROM staff_directory WHERE is_active = 1;",conditional_select
SELECT * FROM staff_directory WHERE official_user_id = 'OU052' OR employee_id = 'E5678';,anti_pattern_select_star
SELECT * FROM assets WHERE pharmacies_id = 'Pharma146' OR pharmacies_id = 'Pharma147';,anti_pattern_select_star
SELECT sum(T2.balance) FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T1.name != 'Brown',aggregation
"SELECT billing_state ,  COUNT(*) FROM invoices WHERE billing_country  =  ""USA"" GROUP BY billing_state ORDER BY COUNT(*) DESC LIMIT 1;",aggregation
"SELECT T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  =  11 INTERSECT SELECT T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5",aggregation
SELECT COUNT(*) AS open_event_count FROM events WHERE facility_id = 'your_facility_id' AND is_open = 1;,aggregation
SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;,aggregation
"SELECT Nominee FROM musical WHERE Award  =  ""Tony Award"" INTERSECT SELECT Nominee FROM musical WHERE Award  =  ""Drama Desk Award""",conditional_select
"SELECT * FROM event;""",anti_pattern_select_star
"SELECT * FROM facility WHERE address1 LIKE '%<country>%' AND address1 IS NOT NULL AND address1 != '';""",anti_pattern_select_star
SELECT * FROM event_actions WHERE event_id = 'your_event_id' AND user_id = 'your_user_id' ORDER BY date_done DESC;,anti_pattern_select_star
"SELECT organizations.id, hazards.name FROM organizations JOIN hazards ON organizations.name LIKE '%Hospital%' AND organizations.id < 400",simple_join
SELECT * FROM facilities WHERE trial_ends_at > '2027-01-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
SELECT * FROM hazards WHERE created_at BETWEEN '2023-06-21' AND '2023-06-25',anti_pattern_select_star
SELECT course_id FROM student_course_registrations WHERE student_id = 121 UNION SELECT course_id FROM student_course_attendance WHERE student_id = 121,conditional_select
"SELECT post_id, YEAR(like_date) AS like_year, MONTH(like_date) AS like_month, COUNT(*) AS like_count FROM likes GROUP BY post_id, YEAR(like_date), MONTH(like_date);",aggregation
SELECT * FROM events WHERE harmt IS NULL AND is_open = FALSE ORDER BY date_created ASC LIMIT 50;,anti_pattern_select_star
SELECT * FROM event_actions WHERE events_id = 'your_event_id' AND user_id = 'your_user_id' ORDER BY date_done DESC;,anti_pattern_select_star
SELECT MIN(timestamp) AS earliest_timestamp FROM log;,aggregation
SELECT * FROM event WHERE event_type_id = 'Near Miss' AND facility_id = 'EEE',anti_pattern_select_star
"SELECT T1.first_name ,  T1.last_name ,  T1.other_details ,  T3.skill_description FROM Maintenance_Engineers AS T1 JOIN Engineer_Skills AS T2 ON T1.engineer_id  =  T2.engineer_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",join_heavy
"SELECT mID FROM Rating EXCEPT SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID  =  T2.rID WHERE T2.name  =  ""Brittany Harris""",simple_join
SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,simple_join
"SELECT organizations., events. FROM organizations LEFT JOIN events ON organizations.id = events.organizations_id ORDER BY COUNT(*) DESC;",aggregation
SELECT * FROM form_settings_summary WHERE organization_id IN (SELECT organization_id FROM organizations WHERE facility_updated_at > tool_updated_at) AND updated_by = REVERSE(organization_name) AND tools_id IN (SELECT number FROM perfect_squares) AND organization_id IN (SELECT organization_id FROM partnerships WHERE institution_type = 'Academic') AND facility_passed_safety_inspection = true;,anti_pattern_select_star
SELECT * FROM organizations WHERE trial_ends_at > CURDATE(),anti_pattern_select_star
"closed within the last week, and ordered by the event type ID in ascending order.,SELECT * FROM events WHERE users_id = 123 AND organization_id = 456 AND date_closed >= NOW() - INTERVAL '7 days' ORDER BY events_type_id ASC;",anti_pattern_select_star
SELECT year_opened FROM track WHERE seating BETWEEN 4000 AND 5000,conditional_select
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-22';,anti_pattern_select_star
"SELECT TYPE ,  count(*) FROM store GROUP BY TYPE",aggregation
SELECT * FROM hazards WHERE created_by = 123 AND name LIKE '%fire%' AND is_open = 1 AND created_at >= NOW() - INTERVAL 7 DAY;,anti_pattern_select_star
SELECT Name FROM technician WHERE Age  =  36 OR Age  =  37,conditional_select
"SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",conditional_select
"SELECT f_id FROM files WHERE formats  =  ""mp4"" UNION SELECT f_id FROM song WHERE resolution  >  720",conditional_select
"SELECT T1.first_name ,  T1.last_name ,  T2.department_name ,  T3.city ,  T3.state_province FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id",join_heavy
"SELECT T3.Name ,  T2.Name FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID ORDER BY T2.Event_Attendance ASC",join_heavy
SELECT * FROM event_staff_roles;,anti_pattern_select_star
"SELECT * FROM event_staff_roles WHERE \order\"" <= 5 AND updated_by <> 'Admin' ORDER BY \""order\"" ASC;""",anti_pattern_select_star
"SELECT user_id, MIN(harm_level_id) FROM event GROUP BY user_id;",aggregation
SELECT roomName FROM Rooms WHERE basePrice  >  ( SELECT avg(basePrice) FROM Rooms );,aggregation
SELECT MAX(score) AS highest_score FROM exams;,aggregation
"SELECT organizations.id, hazards.name FROM organizations JOIN hazards ON organizations.name LIKE '%Medical%' AND organizations.id > 250;",simple_join
"SELECT name, description FROM assets WHERE asset",conditional_select
SELECT * FROM formsettings_summarytools WHERE organization_id IN (SELECT organization_id FROM organizations WHERE name LIKE '%Institute%') AND facility_id IN (SELECT facility_id FROM facilities WHERE city LIKE 'M%');,anti_pattern_select_star
SELECT i_id FROM advisor AS T1 JOIN student AS T2 ON T1.s_id  =  T2.id WHERE T2.dept_name  =  'History',simple_join
"SELECT T1.name_first , T1.name_last ,  T1.player_id ,   count(*) FROM player AS T1 JOIN all_star AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.player_id ORDER BY count(*) DESC LIMIT 1;",aggregation
SELECT * FROM event_actions WHERE user_id = 123 AND action_date BETWEEN '2023-07-01' AND '2023-07-31';,anti_pattern_select_star
